-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
-1,12,13,14,15,0,16,16,0,1,1,0,0,1,25,25,0,1,0,0,0,0,16,0,0,0,0,0,0,-1
-1,20,21,22,23,0,16,0,25,25,0,0,0,1,1,0,0,0,0,1,1,25,25,1,1,1,0,1,0,-1
-1,28,29,30,31,0,25,0,25,0,0,0,0,1,0,0,0,1,1,0,1,0,25,0,0,0,0,0,0,-1
-1,1,12,7,31,1,1,1,0,0,16,0,0,-1,-1,-1,0,1,0,0,16,0,25,1,0,1,0,1,0,-1
-1,31,20,29,31,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,1,16,0,37,38,39,0,0,0,1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,33,47,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,41,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,49,49,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,54,59,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,61,54,-1,-1,-1,-1,-1,-1
-1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,56,41,57,0,20,29,30,14,-1
-1,8,9,10,11,0,0,0,0,0,0,0,0,0,16,8,9,10,11,0,0,0,0,1,1,4,5,6,7,-1
-1,16,17,18,19,1,0,0,0,0,0,0,0,1,0,16,17,18,19,0,18,0,0,0,0,12,13,14,15,-1
-1,24,25,26,27,0,0,0,0,0,0,0,0,0,25,24,25,26,27,0,18,0,0,18,0,20,21,22,23,-1
-1,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,24,24,24,0,1,0,0,24,28,29,30,31,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
