0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,18,18,18,18,18,18,18,18,18,18,18,69,70,71,18,18,18,18,18,18,18,18,18,18,18,18,19,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,23,23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,37,38,39,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,49,97,98,99,97,98,97,97,98,99,100,51,0,0,0,49,97,98,99,100,24,-1,20,97,98,99,100,51,0
0,65,113,114,115,113,114,113,113,114,115,116,67,0,-1,0,65,113,114,115,116,40,-1,36,113,114,115,116,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,56,-1,52,0,0,0,0,0,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,52,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,-1,52,0,0,0,0,0,0
0,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,71,72,-1,68,69,69,69,69,19,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0
0,49,97,98,99,97,98,99,100,97,98,97,98,99,100,97,98,99,100,99,100,98,99,100,97,98,99,100,51,0
0,65,113,114,115,113,114,115,116,113,114,113,114,115,116,113,114,115,116,115,116,114,115,116,113,114,115,116,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
