0,1,2,3,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,17,25,19,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,36,37,38,39,36,37,36,37,38,39
0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,26,27,44,45,46,47,44,45,44,45,46,47
0,25,25,25,0,0,0,0,25,25,25,25,25,25,25,0,0,0,0,0,37,38,39,36,37,38,36,37,38,38
0,25,0,25,25,25,0,25,0,0,25,0,25,0,0,0,0,0,0,0,45,46,47,44,45,46,44,45,46,46
0,25,0,0,25,25,25,25,0,0,0,25,0,0,25,0,0,0,0,0,36,37,39,36,37,39,37,38,36,37
0,0,0,0,0,25,25,0,25,25,25,0,0,0,25,0,0,0,0,27,44,45,47,44,45,47,45,46,44,45
0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
36,36,37,38,39,38,36,36,36,36,36,36,36,36,37,38,54,9,10,11,8,8,9,10,8,4,5,6,7,11
32,33,40,41,32,33,40,41,32,33,40,41,40,41,53,60,35,17,18,19,8,16,17,18,16,12,13,14,15,7
22,23,21,22,23,25,26,27,24,25,26,27,24,25,50,41,43,25,26,27,8,8,9,10,24,20,21,22,23,15
30,31,29,30,31,1,2,3,0,1,2,3,0,1,50,41,51,1,2,3,8,16,17,18,17,28,29,30,31,23
30,31,21,22,23,9,10,11,8,9,10,11,8,9,58,41,43,9,10,11,8,24,25,26,27,21,22,17,31,31
21,22,23,30,31,17,18,19,16,17,18,19,16,17,42,33,51,17,18,19,16,17,18,19,16,29,30,25,26,27
22,23,31,9,10,25,26,27,24,25,26,27,24,25,58,41,59,25,26,27,24,25,26,27,24,25,26,27,24,25
30,31,25,9,10,1,2,3,0,1,2,3,0,1,58,49,51,1,2,3,0,1,2,3,0,1,2,3,0,1
22,23,21,22,23,9,10,11,8,9,10,11,8,9,58,40,35,9,10,11,8,9,10,11,8,9,10,11,8,9
22,23,29,30,31,17,18,19,16,17,18,19,16,17,58,48,43,17,18,19,16,17,18,19,16,17,18,19,16,17
30,31,25,25,26,25,26,27,24,25,26,27,24,25,58,57,51,25,26,27,24,25,26,27,24,25,26,27,24,25

